"","City","UF Code","Microregion","Mesoregion","Coordinates"
"520","4190","3546405","35040","3510","list(c(-49.503016583, -49.489687454, -49.4518648869999, -49.453609129, -49.5066969929999, -49.5069497599999, -49.4951441329999, -49.4173932419999, -49.379812208, -49.375890851, -49.3682748319999, -49.3781279579999, -49.36958605, -49.396744825, -49.458572104, -49.5226255759999, -49.510794318, -49.518192405, -49.554355812, -49.557746504, -49.594956431, -49.6326436649999, -49.6513385979999, -49.677289839, -49.686444061, -49.7571501369999, -49.763447416, -49.762725765, -49.7795165319999, -49.771747975, 
-49.74469293, -49.6824192829999, -49.644871109, -49.606852244, -49.598917577, -49.585068489, -49.566193298, -49.5453671779999, -49.503016583, -22.513846729, -22.541859615, -22.576449812, -22.5839675839999, -22.646174796, -22.683420004, -22.727206209, -22.7387543409999, -22.7339278929999, -22.777451874, -22.820218691, -22.8575903519999, -22.883432453, -22.882294058, -22.913278321, -22.907470019, -22.950896583, -22.977545882, -22.972854414, -23.000181088, -22.978227644, -23.00212865, -22.9817591419999, 
-23.008748032, -22.9494101999999, -22.970551182, -22.9699353419999, -22.8898982649999, -22.877327809, -22.8363864629999, -22.791709091, -22.7665215489999, -22.760005361, -22.710426001, -22.664852249, -22.6055924619999, -22.5750464769999, -22.563769103, -22.513846729))"
"521","4195","3546504","35013","3502","list(c(-48.282555171, -48.323951286, -48.369297, -48.3940507619999, -48.463937855, -48.427812118, -48.402010256, -48.335839584, -48.337141108, -48.286235416, -48.282555171, -21.481297167, -21.484432069, -21.504506191, -21.492207755, -21.489790457, -21.435448207, -21.416283286, -21.385244896, -21.4263544849999, -21.436547563, -21.481297167))"
"522","4200","3546603","35001","3501","list(c(-50.8647611339999, -50.90599, -50.9377929999999, -50.933278053, -50.9469496, -50.976643763, -50.96708258, -50.970399729, -51.010795796, -51.025629451, -51.012209, -50.9775325269999, -50.9735517399999, -50.951582553, -50.9183491919999, -50.8711874169999, -50.8647611339999, -20.165836032, -20.224006, -20.288767, -20.3109309129999, -20.343010847, -20.368832122, -20.399979812, -20.4032676749999, -20.3216948649999, -20.2782148589999, -20.2503399999999, -20.227564222, -20.160070322, -20.1584817739999, 
-20.130511409, -20.1323838549999, -20.165836032))"
"523","4203","3546702","35027","3506","list(c(-47.467031114, -47.46398914, -47.4920130529999, -47.489383964, -47.527768523, -47.5626521889999, -47.5786528359999, -47.577761231, -47.5294212379999, -47.467270185, -47.467031114, -22.41864321, -22.45324708, -22.4806177319999, -22.523830602, -22.530895776, -22.5265982, -22.5140653079999, -22.470477762, -22.429395606, -22.413263146, -22.41864321))"
"524","4208","3546801","35059","3515","list(c(-46.262198, -46.227356, -46.1964429999999, -46.16214, -46.145746, -46.134891, -46.1014749999999, -46.1574847959999, -46.2022739999999, -46.247678, -46.294337, -46.305400801, -46.336536, -46.3581369999999, -46.364157, -46.3113279999999, -46.309962, -46.262198, -23.186387, -23.189807, -23.2180349999999, -23.2346449999999, -23.2568269999999, -23.28788, -23.308598, -23.34280856, -23.367835, -23.4056209999999, -23.3693989999999, -23.3214787549999, -23.33476, -23.3170519999999, -23.274083, -23.227071, 
-23.2049759999999, -23.186387))"
"525","4215","3546900","35024","3505","list(c(-47.9097949109999, -47.9437359839999, -48.0368868909999, -48.107573368, -48.1458313429999, -48.180528693, -48.170441995, -48.136455193, -47.9976020989999, -47.9097949109999, -21.678150613, -21.689036706, -21.6949268069999, -21.7108432159999, -21.7015697969999, -21.68412405, -21.654547474, -21.644096458, -21.635138727, -21.678150613))"
"526","4227","3547007","35028","3506","list(c(-48.0595112189999, -48.069044643, -48.080628976, -48.071086806, -48.0884643159999, -48.096353134, -48.156305969, -48.213808306, -48.246377642, -48.26147989, -48.24767797, -48.260052555, -48.234850778, -48.1987319999999, -48.1728219999999, -48.103946, -48.0595112189999, -22.513351868, -22.593331696, -22.6193543319999, -22.6442610199999, -22.651898358, -22.623423685, -22.637757732, -22.615206123, -22.619038722, -22.6054321559999, -22.57846762, -22.540424655, -22.520379417, -22.5086279999999, 
-22.476132, -22.5088749999999, -22.513351868))"
"527","4241","3547106","35034","3508","list(c(-51.731746524, -51.68323086, -51.681644573, -51.676013133, -51.723182037, -51.772983606, -51.8086760149999, -51.7880112239999, -51.757311654, -51.795759979, -51.772985601, -51.731746524, -21.225117047, -21.2836637889999, -21.3036287959999, -21.3467451189999, -21.3951698299999, -21.388290115, -21.3747576969999, -21.331150462, -21.288139391, -21.267402234, -21.2374024069999, -21.225117047))"
"528","4286","3547205","35001","3501","list(c(-50.7595040849999, -50.775473398, -50.748543582, -50.75880152, -50.754131765, -50.7850794409999, -50.826696276, -50.858245693, -50.837469724, -50.8228871819999, -50.7920229979999, -50.7595040849999, -20.1653146429999, -20.228916177, -20.2343383749999, -20.259390063, -20.294637364, -20.335872055, -20.3310032979999, -20.31329783, -20.282854561, -20.216686511, -20.161901063, -20.1653146429999))"
"529","4290","3547304","35057","3515","list(c(-46.928830257, -46.867263, -46.862815144, -46.8233104719999, -46.800691, -46.8081734959999, -46.861631388, -46.898976955, -46.953253, -46.96453, -46.995036, -47.0171779999999, -47.010656, -47.037523, -46.970943, -46.928830257, -23.3875379149999, -23.4051509999999, -23.4195148919999, -23.422374528, -23.470356, -23.484599835, -23.482877575, -23.4910739549999, -23.483829, -23.4986509999999, -23.506993, -23.4730759999999, -23.4463699999999, -23.4355689999999, -23.4254769999999, -23.3875379149999
))"
"530","4246","3547403","35001","3501","list(c(-50.7441984709999, -50.7595040849999, -50.7920229979999, -50.8228871819999, -50.8647611339999, -50.8711874169999, -50.8252693549999, -50.8385169539999, -50.885998822, -50.844083788, -50.810862834, -50.797357479, -50.767282145, -50.762047459, -50.740023762, -50.7441984709999, -20.135024447, -20.1653146429999, -20.161901063, -20.216686511, -20.165836032, -20.1323838549999, -20.053204176, -20.02787001, -19.9903894349999, -19.9676477259999, -19.985570169, -20.019682743, -20.050148555, -20.0809111479999, 
-20.112946979, -20.135024447))"
"531","4256","3547502","35014","3502","list(c(-47.446056327, -47.39922523, -47.372410497, -47.328814119, -47.338329302, -47.3233908619999, -47.293387606, -47.3468980659999, -47.3599542929999, -47.424806283, -47.4385429229999, -47.524208581, -47.569860847, -47.5879147099999, -47.6202495539999, -47.632368315, -47.6640592809999, -47.6819728039999, -47.724139388, -47.712206814, -47.678958382, -47.670951418, -47.6425627529999, -47.60783971, -47.59201195, -47.570727313, -47.4496844289999, -47.446056327, -21.584174672, -21.6137409139999, -21.649844512, 
-21.6445400269999, -21.681152993, -21.715005243, -21.752323498, -21.806531106, -21.7849731479999, -21.755696932, -21.780828468, -21.8023137939999, -21.7843348809999, -21.734525302, -21.7454203679999, -21.7263120009999, -21.74243581, -21.715762887, -21.706248241, -21.683987945, -21.6570757449999, -21.6031085289999, -21.5922460099999, -21.582534827, -21.5483675479999, -21.5588965599999, -21.5774550319999, -21.584174672))"
"532","4264","3547601","35014","3502","list(c(-47.2641954279999, -47.278718254, -47.2775487979999, -47.3054546349999, -47.356973602, -47.364186246, -47.39922523, -47.446056327, -47.445602212, -47.426674883, -47.444352512, -47.430248467, -47.379748928, -47.3328699699999, -47.298131508, -47.2641954279999, -21.451316429, -21.4684322909999, -21.527719958, -21.550797605, -21.569856327, -21.593170065, -21.6137409139999, -21.584174672, -21.554531658, -21.527329639, -21.495539008, -21.450215005, -21.395327051, -21.4147629299999, -21.4483303489999, 
-21.451316429))"
"533","4269","3547650","35001","3501","list(c(-50.734089489, -50.742395313, -50.7850794409999, -50.754131765, -50.75880152, -50.748543582, -50.72839486, -50.712450782, -50.683366792, -50.668996431, -50.6713030889999, -50.7009817799999, -50.734089489, -20.312490521, -20.3243484979999, -20.335872055, -20.294637364, -20.259390063, -20.2343383749999, -20.228742772, -20.1994502859999, -20.1933078329999, -20.221291771, -20.253670956, -20.272356666, -20.312490521))"
"534","4321","3547700","35036","3508","list(c(-51.587760255, -51.5600536169999, -51.584694741, -51.6066689589999, -51.6189432969999, -51.6509720399999, -51.657347097, -51.7312045699999, -51.7298958549999, -51.6828498199999, -51.639899102, -51.6977149699999, -51.738452047, -51.7722396789999, -51.808811556, -51.822470626, -51.874403876, -51.8811346689999, -51.863764664, -51.8302851189999, -51.796438751, -51.7735640349999, -51.73618333, -51.74179257, -51.678823935, -51.6813331179999, -51.6683252669999, -51.653825603, -51.587760255, -21.9009468789999, 
-21.921890402, -21.9707832349999, -21.977778094, -22.003988216, -22.031905239, -22.050686378, -22.099400917, -22.113102763, -22.142648212, -22.187784801, -22.192667655, -22.179879988, -22.1908349509999, -22.176696862, -22.151408229, -22.177281643, -22.1025958349999, -22.043022073, -22.058421897, -22.0408867419999, -22.0003914389999, -21.975727734, -21.951509968, -21.897511766, -21.86550261, -21.825603712, -21.8321693689999, -21.9009468789999))"
"535","4322","3547809","35061","3515","list(c(-46.485452, -46.48101, -46.491748, -46.475308, -46.450117, -46.4288749999999, -46.387435, -46.354506832, -46.32809, -46.321927, -46.2783909999999, -46.3202919999999, -46.33861, -46.410296, -46.45541, -46.496527, -46.520315, -46.516763, -46.5545509999999, -46.567213647, -46.551678591, -46.548043, -46.506231, -46.485452, -23.6229779999999, -23.6737499999999, -23.708967, -23.718227, -23.7707339999999, -23.7656749999999, -23.764037, -23.7372171069999, -23.7283869999999, -23.744429, -23.7703069999999, 
-23.803097, -23.781668, -23.815379, -23.790513, -23.7478199999999, -23.73534, -23.705362, -23.680934, -23.6501625609999, -23.642534521, -23.6060919999999, -23.625781, -23.6229779999999))"
"536","4325","3547908","35015","3502","list(c(-47.1812761749999, -47.143738936, -47.15702985, -47.147861483, -47.1408863739999, -47.1147601389999, -47.1330356139999, -47.1176032559999, -47.1185292879999, -47.1700087299999, -47.189542799, -47.223283951, -47.2438536409999, -47.283020876, -47.308752372, -47.2702548089999, -47.2589171719999, -47.23208812, -47.2538274739999, -47.2469957119999, -47.193704082, -47.1812761749999, -20.9538101059999, -20.9823856739999, -21.018824739, -21.035460928, -21.0835969849999, -21.1046962459999, -21.133218347, 
-21.1531522029999, -21.185924902, -21.194094266, -21.2122303309999, -21.2008375459999, -21.1593527489999, -21.1378376549999, -21.101874171, -21.0944941339999, -21.075377126, -21.07883326, -21.0077185019999, -20.986588652, -20.968830054, -20.9538101059999))"
"537","4334","3548005","35031","3507","list(c(-46.871665816, -46.8692787369999, -46.863740734, -46.8987224259999, -46.8978316989999, -46.930706029, -46.9311508649999, -46.9393386419999, -46.9784203089999, -47.014653353, -47.0313979009999, -47.048297808, -46.999232263, -46.9870901269999, -46.93332643, -46.917963495, -46.888248389, -46.871665816, -22.5476409099999, -22.583941814, -22.602539275, -22.6280121629999, -22.656918177, -22.682118154, -22.6829100269999, -22.65770703, -22.654433646, -22.608556423, -22.618998134, -22.5702617809999, 
-22.5590942119999, -22.5440846569999, -22.5620320109999, -22.575798816, -22.5469111469999, -22.5476409099999))"
"538","4336","3548054","35017","3503","list(c(-50.6855467519999, -50.682737904, -50.602394959, -50.5055826949999, -50.457591151, -50.4321604469999, -50.4116597519999, -50.383827572, -50.372962617, -50.336332424, -50.3232394409999, -50.2767161199999, -50.262769008, -50.282894577, -50.299238352, -50.3232298739999, -50.358189763, -50.3949713009999, -50.425499175, -50.456304941, -50.5264294629999, -50.5296030819999, -50.5732669079999, -50.6131418529999, -50.634358898, -50.677621315, -50.763389235, -50.805341294, -50.866600026, -50.8729455289999, 
-50.851415838, -50.814133172, -50.799772568, -50.75097651, -50.7228849759999, -50.6855467519999, -20.7077970509999, -20.7328868609999, -20.772891407, -20.7616059229999, -20.778023058, -20.797491861, -20.8130673659999, -20.80943988, -20.8540370229999, -20.8461339569999, -20.872793127, -20.883603066, -20.905831137, -20.936789517, -20.9995449429999, -21.0083903349999, -21.0435477309999, -21.063030773, -21.03526555, -21.0453280749999, -21.0333046279999, -21.0191832419999, -20.9769092019999, -20.968503695, 
-20.950460344, -20.8923621239999, -20.8919880299999, -20.8709067419999, -20.830515911, -20.8268135119999, -20.802593706, -20.7338036479999, -20.671376847, -20.6814095299999, -20.70684683, -20.7077970509999))"
"539","4344","3548104","35030","3507","list(c(-46.645585946, -46.6718443679999, -46.7126049629999, -46.751052004, -46.746631147, -46.719515601, -46.7000976529999, -46.646754995, -46.624170018, -46.613041483, -46.640458109, -46.645585946, -22.1806465299999, -22.1783404729999, -22.1735326159999, -22.1303395429999, -22.092438183, -22.083254699, -22.0951489129999, -22.091893163, -22.1085169249999, -22.150252528, -22.157719643, -22.1806465299999))"
"540","4350","3548203","35049","3513","list(c(-45.676313615, -45.6142515239999, -45.6291876829999, -45.6699600489999, -45.739621567, -45.76802815, -45.7709451379999, -45.7122101739999, -45.676313615, -22.7875849019999, -22.797168375, -22.8336901829999, -22.876458106, -22.8898790129999, -22.835958772, -22.8059267639999, -22.7698436439999, -22.7875849019999))"
"541","4361","3548302","35036","3508","list(c(-51.342953017, -51.3332601389999, -51.33516474, -51.3261611409999, -51.3865099989999, -51.423900674, -51.422872351, -51.3907536629999, -51.3865072959999, -51.394554039, -51.37306575, -51.342953017, -21.774569372, -21.7871110799999, -21.833311215, -21.8722435459999, -21.8870622649999, -21.8771844529999, -21.8737174309999, -21.8080260689999, -21.760738467, -21.744761328, -21.7410329969999, -21.774569372))"
"542","4366","3548401","35018","3503","list(c(-50.4452715309999, -50.4541194509999, -50.4959667369999, -50.517062478, -50.570554166, -50.6095802299999, -50.5678847569999, -50.5564610399999, -50.5203757909999, -50.467808211, -50.462144974, -50.4452715309999, -21.6615199299999, -21.68824374, -21.7152867409999, -21.7099256889999, -21.691872916, -21.6569250009999, -21.6402187159999, -21.611243112, -21.618621085, -21.6074310239999, -21.644993061, -21.6615199299999))"
"543","4367","3548500","35063","3515","list(c(-46.202373, -46.2363809999999, -46.209782, -46.235507, -46.19953, -46.177804, -46.211856, -46.237626, -46.29677, -46.311652, -46.2896229999999, -46.306326253, -46.320449152, -46.3551255739999, -46.386333, -46.37010871, -46.37494, -46.3202919999999, -46.2783909999999, -46.26028, -46.239628, -46.202373, -23.7513, -23.7996439999999, -23.813168, -23.835972, -23.8800859999999, -23.888888, -23.915941, -23.922017, -23.916421, -23.9279349999999, -23.984095, -23.993083461, -23.976921208, -23.971070003, 
-23.9329980009999, -23.9138674069999, -23.8683179999999, -23.803097, -23.7703069999999, -23.767913, -23.735875, -23.7513))"
"544","4376","3548609","35049","3513","list(c(-45.5765195929999, -45.559939254, -45.5804083099999, -45.630680513, -45.65922094, -45.676313615, -45.7122101739999, -45.7325570949999, -45.756463756, -45.80505232, -45.8116410289999, -45.787858892, -45.742806738, -45.697955211, -45.730042219, -45.726793691, -45.6787172529999, -45.659865381, -45.681078343, -45.666184756, -45.6181280549999, -45.5765195929999, -22.601702749, -22.627602348, -22.652909853, -22.7308740029999, -22.738193349, -22.7875849019999, -22.7698436439999, -22.722002682, -22.721039984, 
-22.737271485, -22.698707661, -22.6933565269999, -22.6591668629999, -22.649770347, -22.61874563, -22.5870230099999, -22.573291028, -22.599032193, -22.636335684, -22.6512011739999, -22.6379141319999, -22.601702749))"
"545","4383","3548708","35061","3515","list(c(-46.567213647, -46.5545509999999, -46.516763, -46.520315, -46.496527, -46.45541, -46.410296, -46.4368749999999, -46.443548, -46.496213, -46.5405009999999, -46.5644569999999, -46.611946453, -46.606607386, -46.618025169, -46.632557, -46.6228439999999, -46.645498, -46.651291, -46.6195517589999, -46.5787769999999, -46.616345, -46.583385, -46.567213647, -23.6501625609999, -23.680934, -23.705362, -23.73534, -23.7478199999999, -23.790513, -23.815379, -23.825368, -23.8501729999999, -23.8995650009999, 
-23.9235429999999, -23.9529479999999, -23.9677628229999, -23.9573402509999, -23.8852327459999, -23.851129, -23.786235, -23.757222, -23.731012, -23.7389870709999, -23.690034, -23.657974, -23.6410359999999, -23.6501625609999))"
"546","4390","3548807","35061","3515","list(c(-46.548043, -46.551678591, -46.567213647, -46.583385, -46.5792719999999, -46.548043, -23.6060919999999, -23.642534521, -23.6501625609999, -23.6410359999999, -23.6044939999999, -23.6060919999999))"
"547","4392","3548906","35025","3505","list(c(-47.736829308, -47.774848784, -47.7706359809999, -47.787856239, -47.7919182589999, -47.755821043, -47.746703216, -47.753785681, -47.72045163, -47.7264171209999, -47.743983552, -47.752252911, -47.7894796099999, -47.799767275, -47.809248408, -47.8999280309999, -47.9204434759999, -47.947870307, -47.993112507, -48.026579566, -48.044872136, -48.0696496319999, -48.091180723, -48.04720664, -48.017911968, -47.995757055, -47.966322952, -47.9242709119999, -47.928801789, -47.9688538569999, -47.947182829, 
-47.9676823729999, -47.9227705179999, -47.9097949109999, -47.872953189, -47.863149425, -47.852632989, -47.818038095, -47.8112143879999, -47.830145026, -47.811859571, -47.767661722, -47.736829308, -21.7118828489999, -21.8025203619999, -21.8314789099999, -21.848857761, -21.878231856, -21.9192715199999, -21.952652777, -21.990620136, -22.0228842189999, -22.0415163489999, -22.054477543, -22.089352812, -22.097593896, -22.128151551, -22.148378345, -22.157575815, -22.149548603, -22.111133627, -22.116005636, 
-22.076927763, -22.0732245889999, -22.07724896, -22.0600117029999, -22.0247930089999, -22.0367255149999, -22.02991101, -21.983997576, -21.896630108, -21.8453728709999, -21.8200078699999, -21.783191378, -21.7416131849999, -21.7203163409999, -21.678150613, -21.639098095, -21.6116134279999, -21.597535309, -21.6156468959999, -21.647699529, -21.668506454, -21.69911173, -21.69171252, -21.7118828489999))"
"548","4419","3549003","35001","3501","list(c(-50.65683104, -50.6519638779999, -50.613069318, -50.632246126, -50.671879625, -50.679746888, -50.704021844, -50.715179583, -50.742395313, -50.734089489, -50.692184058, -50.65683104, -20.326775003, -20.3577267749999, -20.3757444729999, -20.403608676, -20.4377196849999, -20.3953910979999, -20.3811679419999, -20.340040689, -20.3243484979999, -20.312490521, -20.314917711, -20.326775003))"
"549","4462","3549102","35030","3507","list(c(-46.7581074729999, -46.731958134, -46.734871267, -46.7021893309999, -46.649920062, -46.6853890199999, -46.6647860049999, -46.719515601, -46.746631147, -46.801837733, -46.8425711519999, -46.892066008, -46.861195602, -46.902508172, -46.9313583009999, -46.93972554, -46.917224781, -46.9349204809999, -46.8886952089999, -46.8621889569999, -46.8313572829999, -46.8033825599999, -46.789304605, -46.7581074729999, -21.847300345, -21.874186481, -21.9303031919999, -21.9780699999999, -22.0095482319999, 
-22.0374221289999, -22.0688631049999, -22.083254699, -22.092438183, -22.0830841229999, -22.094992974, -22.086022505, -22.0504266299999, -22.0065056999999, -22.01107946, -21.978092589, -21.965387054, -21.9218367199999, -21.872793171, -21.88604943, -21.861859755, -21.8581994429999, -21.8393940079999, -21.847300345))"
"550","4473","3549201","35002","3501","list(c(-50.339392001, -50.3227483329999, -50.322519926, -50.375989648, -50.3729711999999, -50.445759886, -50.430178628, -50.420408101, -50.389916878, -50.339392001, -20.338469091, -20.373236678, -20.407023356, -20.4523278309999, -20.472697765, -20.483000245, -20.4123454539999, -20.381234541, -20.343660251, -20.338469091))"
"551","4475","3549250","35006","3501","list(c(-50.285177183, -50.27153186, -50.285882052, -50.3151787699999, -50.395910279, -50.4140774809999, -50.4509138829999, -50.448533378, -50.445759886, -50.3729711999999, -50.311342764, -50.285177183, -20.469783944, -20.522359906, -20.586025913, -20.571369606, -20.568268942, -20.561035911, -20.520219631, -20.4862200649999, -20.483000245, -20.472697765, -20.469385173, -20.469783944))"
"552","4493","3549300","35034","3508","list(c(-51.640003715, -51.639612413, -51.62070274, -51.633509035, -51.637441773, -51.652396198, -51.681644573, -51.68323086, -51.731746524, -51.681999725, -51.659591963, -51.640003715, -21.163204639, -21.16278855, -21.1900296439999, -21.2150301849999, -21.255069233, -21.284540455, -21.3036287959999, -21.2836637889999, -21.225117047, -21.149133632, -21.1689851369999, -21.163204639))"
"553","4506","3549409","35010","3502","list(c(-47.788340557, -47.806587868, -47.881176469, -47.9288386009999, -47.930626774, -47.98905016, -48.018495639, -48.060376188, -48.083472791, -48.1337386829999, -48.0864175519999, -48.063228345, -48.008058922, -47.927043742, -47.916555644, -47.8809793519999, -47.856936186, -47.858036441, -47.836610825, -47.80907854, -47.7789802779999, -47.788340557, -20.581043985, -20.612998348, -20.647328058, -20.612836693, -20.5868239929999, -20.6168377299999, -20.5988441119999, -20.5966127259999, -20.5854882359999, 
-20.4935128409999, -20.5025835119999, -20.4982646569999, -20.5314881419999, -20.465038931, -20.434034976, -20.435300383, -20.4896637209999, -20.5113466559999, -20.535297235, -20.542791203, -20.568247831, -20.581043985))"
"554","4515","3549508","35012","3502","list(c(-47.552532761, -47.545711218, -47.528674941, -47.5531110389999, -47.598211307, -47.612493382, -47.639156811, -47.714137557, -47.743027376, -47.71193726, -47.644779738, -47.6266206249999, -47.6152159169999, -47.57499955, -47.552532761, -20.512582284, -20.5524202779999, -20.5627241559999, -20.58684134, -20.6930967919999, -20.7002553479999, -20.670997497, -20.62636451, -20.595483519, -20.5588794999999, -20.5152550299999, -20.480357225, -20.48167396, -20.5140342609999, -20.512582284))"
"555","4535","3549607","35052","3513","list(c(-44.466208149, -44.4533737909999, -44.473620104, -44.521172755, -44.53315105, -44.508493609, -44.4671430779999, -44.496205872, -44.494643508, -44.55517401, -44.6071429749999, -44.629477704, -44.65546447, -44.6950979499999, -44.709488477, -44.7237597939999, -44.669997371, -44.650348075, -44.651679257, -44.671455344, -44.6778807169999, -44.6859825889999, -44.645858287, -44.5968289099999, -44.584017076, -44.5460294119999, -44.510724935, -44.480239376, -44.466208149, -22.6156885529999, -22.6456423839999, 
-22.685802538, -22.716021134, -22.740743391, -22.7693409239999, -22.7821001469999, -22.8093647119999, -22.8467865699999, -22.888050344, -22.885341414, -22.904919374, -22.905799664, -22.8903316129999, -22.8469772519999, -22.833307863, -22.82119073, -22.798367524, -22.756938781, -22.728317708, -22.652818652, -22.6408402759999, -22.603901311, -22.610206806, -22.6241999109999, -22.606961682, -22.640135787, -22.6113562269999, -22.6156885529999))"
"556","4558","3549706","35030","3507","list(c(-46.8291900839999, -46.811858574, -46.783596239, -46.762569379, -46.7601252109999, -46.7612873579999, -46.7772246289999, -46.80501129, -46.841739644, -46.871833996, -46.884663353, -46.979633646, -46.9974763819999, -47.029084113, -47.037556487, -46.978710462, -46.931989791, -46.911146252, -46.868144832, -46.8291900839999, -21.4968500059999, -21.5251863039999, -21.5285544119999, -21.5478712409999, -21.5722345889999, -21.6058660149999, -21.6465857219999, -21.6601792979999, -21.69647649, -21.708702315, 
-21.6972502699999, -21.7000133339999, -21.6542473539999, -21.646755357, -21.623474948, -21.6109004919999, -21.5404840539999, -21.4845346729999, -21.485852354, -21.4968500059999))"
"557","4559","3549805","35004","3501","list(c(-49.266452, -49.281981, -49.257167, -49.2891949999999, -49.317405, -49.346019, -49.403833, -49.436669282, -49.4331299999999, -49.459187, -49.443385, -49.458897, -49.4611839999999, -49.4120629999999, -49.394463, -49.367764, -49.3473048349999, -49.3621169269999, -49.352477, -49.344838, -49.293041, -49.266452, -20.679999, -20.771181, -20.851153, -20.8755179999999, -20.91106, -20.9315839999999, -20.9070669999999, -20.8792508179999, -20.8532719999999, -20.7867939999999, -20.7449129999999, -20.7315879999999, 
-20.684896, -20.716535, -20.7038449999999, -20.722839, -20.6781880249999, -20.671256136, -20.6353369999999, -20.662452, -20.684634, -20.679999))"
"558","4567","3549904","35050","3513","list(c(-45.870978, -45.864391, -45.8938199999999, -45.88076, -45.932357, -45.923327, -45.8862579999999, -45.841785, -45.784442, -45.760415, -45.750911, -45.721280011, -45.776643, -45.793719, -45.8346819999999, -45.8473079999999, -45.904007, -45.921214745, -45.954031147, -45.965831, -45.955856, -45.99814, -46.0201039999999, -46.074803, -46.1025969999999, -46.09144, -46.107989, -46.07658, -46.065621, -46.0825849999999, -46.0519659999999, -46.0411769999999, -46.050675, -46.008524, -45.9565289999999, 
-45.909035, -45.8873169999999, -45.870978, -22.8714929999999, -22.893137, -22.941657, -22.965811, -23.020413, -23.036075, -23.017098, -23.041192, -23.1117169999999, -23.1286899999999, -23.1926139999999, -23.2379490069999, -23.264065, -23.292004, -23.2940209999999, -23.306653, -23.2948259999999, -23.26307967, -23.255934001, -23.2354559999999, -23.2039339999999, -23.186631, -23.2026569999999, -23.180873, -23.157321, -23.143007, -23.097303, -23.036826, -22.998526, -22.985489, -22.9682829999999, -22.913824, 
-22.8969749999999, -22.8894979999999, -22.849841, -22.829605, -22.8721859999999, -22.8714929999999))"
"559","4576","3549953","35060","3515","list(c(-46.937828, -46.8970755669999, -46.8720213289999, -46.885997641, -46.849394436, -46.8610266539999, -46.888751719, -46.91218319, -46.951114204, -46.972247545, -47.0287876209999, -47.017365, -46.9889239999999, -46.937828, -23.77663, -23.796140833, -23.797181055, -23.8414225, -23.862480966, -23.8863887329999, -23.901280186, -23.9343849329999, -23.9216155299999, -23.887957838, -23.8461935939999, -23.8176319999999, -23.800812, -23.77663))"
"560","4589","3550001","35053","3513","list(c(-45.300115067, -45.279562899, -45.263712906, -45.233835863, -45.1973237569999, -45.1868075209999, -45.146209488, -45.1289054279999, -45.1006954429999, -45.12419189, -45.1027678099999, -45.074227585, -45.067563551, -45.117421344, -45.1750382439999, -45.204411039, -45.191093043, -45.2265952349999, -45.2737795199999, -45.314188805, -45.3809705039999, -45.372093037, -45.4047821359999, -45.42447879, -45.394881824, -45.3969884329999, -45.3877703219999, -45.354867661, -45.328541437, -45.300115067, 
-23.0919870509999, -23.087232706, -23.126584086, -23.1376791439999, -23.1673237979999, -23.19728651, -23.187505071, -23.234157653, -23.246829421, -23.316757143, -23.3205474229999, -23.304234121, -23.3430188799999, -23.35488423, -23.3951679799999, -23.3960753609999, -23.3148550239999, -23.331765532, -23.318738116, -23.32650182, -23.288999975, -23.272359864, -23.254812135, -23.228512345, -23.200521742, -23.1806651909999, -23.1588896819999, -23.13794193, -23.0850574049999, -23.0919870509999))"
"561","4593","3550100","35023","3504","list(c(-48.490330722, -48.451912453, -48.4148054999999, -48.3844925139999, -48.365381352, -48.405778429, -48.4195662779999, -48.411257964, -48.4464318569999, -48.475171454, -48.4744606199999, -48.500817528, -48.526642985, -48.547748253, -48.5673149089999, -48.5873126399999, -48.6064450069999, -48.612960968, -48.665509546, -48.729428959, -48.698321457, -48.688670838, -48.643559613, -48.6081653319999, -48.6249252499999, -48.6499973109999, -48.6451051299999, -48.616552181, -48.560787612, -48.526319762, 
-48.5155436869999, -48.490330722, -22.5460762929999, -22.539421623, -22.554949989, -22.58001609, -22.6088712339999, -22.6230750399999, -22.6628439049999, -22.677169433, -22.723530586, -22.7270464919999, -22.7734416599999, -22.804825654, -22.8068561389999, -22.858932243, -22.8534447129999, -22.820238291, -22.8102984729999, -22.779452012, -22.788427897, -22.764663077, -22.735097244, -22.694342542, -22.688964115, -22.656449277, -22.612326465, -22.588771225, -22.537093059, -22.574351137, -22.5871830419999, 
-22.5740223179999, -22.550149996, -22.5460762929999))"
"562","4601","3550209","35045","3512","list(c(-47.8656838649999, -47.863509751, -47.8338359489999, -47.8656908359999, -47.876840972, -47.8609294039999, -47.814558846, -47.827254865, -47.857345338, -47.894832309, -47.953127778, -47.980350608, -47.9976723469999, -48.039567451, -48.085090981, -48.125138503, -48.121191277, -48.166889206, -48.188427416, -48.207461935, -48.151789649, -48.094927721, -48.0521107339999, -48.0285866529999, -47.9968272579999, -47.944011168, -47.9231944319999, -47.88910534, -47.8656838649999, -23.783348953, -23.812842964, 
-23.866152138, -23.880141038, -23.9223228509999, -23.953152393, -23.958428553, -23.9884306979999, -24.0168139429999, -24.079314892, -24.1198317839999, -24.0754522989999, -24.0739407299999, -24.030639605, -24.007737252, -24.014278947, -23.967750671, -23.922245553, -23.856715247, -23.849510682, -23.8405048019999, -23.798475196, -23.755868565, -23.767533773, -23.7433163699999, -23.75416689, -23.793147768, -23.7795744379999, -23.783348953))"
